Source,Target,Type,id,label,timeset,weight,sourcename,targetname,edgebetweenness
278,759,Undirected,4105,Hydroxylapatite***,,1.0,Zoledronic acid,Etidronic acid,6.714113065664026E-6
278,800,Undirected,4106,Hydroxylapatite***,,1.0,Zoledronic acid,Tiludronic acid,6.714113065664026E-6
446,506,Undirected,7661,Hydroxylapatite***Farnesyl pyrophosphate synthase***,,2.0,Alendronic acid,Ibandronate,6.714113065664026E-6
446,514,Undirected,7662,Hydroxylapatite***,,1.0,Alendronic acid,Clodronic acid,6.714113065664026E-6
446,620,Undirected,7663,Hydroxylapatite***Farnesyl pyrophosphate synthase***,,2.0,Alendronic acid,Risedronic acid,6.714113065664026E-6
446,759,Undirected,7664,Hydroxylapatite***Receptor-type tyrosine-protein phosphatase S***V-type proton ATPase catalytic subunit A***,,3.0,Alendronic acid,Etidronic acid,6.714113065664026E-6
446,800,Undirected,7665,Hydroxylapatite***Receptor-type tyrosine-protein phosphatase epsilon***,,2.0,Alendronic acid,Tiludronic acid,6.714113065664026E-6
506,514,Undirected,8424,Hydroxylapatite***,,1.0,Ibandronate,Clodronic acid,6.714113065664026E-6
506,620,Undirected,8425,Hydroxylapatite***Farnesyl pyrophosphate synthase***,,2.0,Ibandronate,Risedronic acid,6.714113065664026E-6
506,759,Undirected,8426,Hydroxylapatite***,,1.0,Ibandronate,Etidronic acid,6.714113065664026E-6
506,800,Undirected,8427,Hydroxylapatite***,,1.0,Ibandronate,Tiludronic acid,6.714113065664026E-6
514,620,Undirected,8642,Hydroxylapatite***,,1.0,Clodronic acid,Risedronic acid,6.714113065664026E-6
514,759,Undirected,8643,ADP/ATP translocase 3***Hydroxylapatite***ADP/ATP translocase 1***ADP/ATP translocase 2***,,4.0,Clodronic acid,Etidronic acid,6.714113065664026E-6
514,800,Undirected,8644,Hydroxylapatite***,,1.0,Clodronic acid,Tiludronic acid,6.714113065664026E-6
620,759,Undirected,10434,Hydroxylapatite***,,1.0,Risedronic acid,Etidronic acid,6.714113065664026E-6
620,800,Undirected,10435,Hydroxylapatite***,,1.0,Risedronic acid,Tiludronic acid,6.714113065664026E-6
759,800,Undirected,11752,Hydroxylapatite***,,1.0,Etidronic acid,Tiludronic acid,6.714113065664026E-6
252,371,Undirected,3430,DNA polymerase catalytic subunit***,,1.0,Cidofovir,Foscarnet,2.6856452262656103E-5
371,409,Undirected,6159,DNA polymerase catalytic subunit***,,1.0,Foscarnet,Valaciclovir,1.3428226131328051E-5
371,708,Undirected,6160,DNA polymerase catalytic subunit***,,1.0,Foscarnet,Ganciclovir,1.3428226131328051E-5
1221,1395,Undirected,14234,Glucagon-like peptide 1 receptor***,,1.0,Liraglutide,Albiglutide,6.714113065664026E-6
1221,1396,Undirected,14235,Glucagon-like peptide 1 receptor***,,1.0,Liraglutide,Dulaglutide,6.714113065664026E-6
1221,1500,Undirected,14236,Glucagon-like peptide 1 receptor***,,1.0,Liraglutide,Lixisenatide,6.714113065664026E-6
1221,1825,Undirected,14237,Glucagon-like peptide 1 receptor***,,1.0,Liraglutide,Semaglutide,6.714113065664026E-6
1395,1396,Undirected,14506,Glucagon-like peptide 1 receptor***,,1.0,Albiglutide,Dulaglutide,6.714113065664026E-6
1395,1500,Undirected,14507,Glucagon-like peptide 1 receptor***,,1.0,Albiglutide,Lixisenatide,6.714113065664026E-6
1395,1825,Undirected,14508,Glucagon-like peptide 1 receptor***,,1.0,Albiglutide,Semaglutide,6.714113065664026E-6
1396,1500,Undirected,14509,Glucagon-like peptide 1 receptor***,,1.0,Dulaglutide,Lixisenatide,6.714113065664026E-6
1396,1825,Undirected,14510,Glucagon-like peptide 1 receptor***,,1.0,Dulaglutide,Semaglutide,6.714113065664026E-6
1500,1825,Undirected,14599,Glucagon-like peptide 1 receptor***,,1.0,Lixisenatide,Semaglutide,6.714113065664026E-6
32,916,Undirected,65,Glucagon-like peptide 1 receptor***,,1.0,Glucagon,Exenatide,6.714113065664026E-6
32,1221,Undirected,66,Glucagon-like peptide 1 receptor***,,1.0,Glucagon,Liraglutide,6.714113065664026E-6
32,1395,Undirected,67,Glucagon-like peptide 1 receptor***,,1.0,Glucagon,Albiglutide,6.714113065664026E-6
32,1396,Undirected,68,Glucagon-like peptide 1 receptor***,,1.0,Glucagon,Dulaglutide,6.714113065664026E-6
32,1500,Undirected,69,Glucagon-like peptide 1 receptor***,,1.0,Glucagon,Lixisenatide,6.714113065664026E-6
32,1825,Undirected,70,Glucagon-like peptide 1 receptor***,,1.0,Glucagon,Semaglutide,6.714113065664026E-6
916,1221,Undirected,13143,Glucagon-like peptide 1 receptor***,,1.0,Exenatide,Liraglutide,6.714113065664026E-6
916,1395,Undirected,13144,Glucagon-like peptide 1 receptor***,,1.0,Exenatide,Albiglutide,6.714113065664026E-6
916,1396,Undirected,13145,Glucagon-like peptide 1 receptor***,,1.0,Exenatide,Dulaglutide,6.714113065664026E-6
916,1500,Undirected,13146,Glucagon-like peptide 1 receptor***,,1.0,Exenatide,Lixisenatide,6.714113065664026E-6
916,1825,Undirected,13147,Glucagon-like peptide 1 receptor***,,1.0,Exenatide,Semaglutide,6.714113065664026E-6
1384,1435,Undirected,14500,Nonstructural protein 5A***,,1.0,Ledipasvir,Daclatasvir,6.714113065664026E-6
1384,1512,Undirected,14501,Nonstructural protein 5A***,,1.0,Ledipasvir,Ombitasvir,6.714113065664026E-6
1384,1602,Undirected,14502,Nonstructural protein 5A***,,1.0,Ledipasvir,Elbasvir,6.714113065664026E-6
1384,1617,Undirected,14503,Nonstructural protein 5A***,,1.0,Ledipasvir,Velpatasvir,6.714113065664026E-6
1384,1819,Undirected,14504,Nonstructural protein 5A***,,1.0,Ledipasvir,Pibrentasvir,6.714113065664026E-6
1435,1512,Undirected,14559,Nonstructural protein 5A***,,1.0,Daclatasvir,Ombitasvir,6.714113065664026E-6
1435,1602,Undirected,14560,Nonstructural protein 5A***,,1.0,Daclatasvir,Elbasvir,6.714113065664026E-6
1435,1617,Undirected,14561,Nonstructural protein 5A***,,1.0,Daclatasvir,Velpatasvir,6.714113065664026E-6
1435,1819,Undirected,14562,Nonstructural protein 5A***,,1.0,Daclatasvir,Pibrentasvir,6.714113065664026E-6
1512,1602,Undirected,14604,Nonstructural protein 5A***,,1.0,Ombitasvir,Elbasvir,6.714113065664026E-6
1512,1617,Undirected,14605,Nonstructural protein 5A***,,1.0,Ombitasvir,Velpatasvir,6.714113065664026E-6
1512,1819,Undirected,14606,Nonstructural protein 5A***,,1.0,Ombitasvir,Pibrentasvir,6.714113065664026E-6
1602,1617,Undirected,14648,Nonstructural protein 5A***,,1.0,Elbasvir,Velpatasvir,6.714113065664026E-6
1602,1819,Undirected,14649,Nonstructural protein 5A***,,1.0,Elbasvir,Pibrentasvir,6.714113065664026E-6
1291,1830,Undirected,14365,Dihydropteroate synthase***,,1.0,Sulfameter,Acetyl sulfisoxazole,6.714113065664026E-6
928,998,Undirected,13190,Dihydropteroate synthase***,,1.0,Sulfacytine,Sulfamerazine,6.714113065664026E-6
928,999,Undirected,13191,Dihydropteroate synthase***,,1.0,Sulfacytine,Sulfamethazine,6.714113065664026E-6
928,1250,Undirected,13192,Dihydropteroate synthase***,,1.0,Sulfacytine,Sulfaphenazole,6.714113065664026E-6
928,1291,Undirected,13193,Dihydropteroate synthase***,,1.0,Sulfacytine,Sulfameter,6.714113065664026E-6
928,1830,Undirected,13194,Dihydropteroate synthase***,,1.0,Sulfacytine,Acetyl sulfisoxazole,6.714113065664026E-6
998,999,Undirected,13526,Dihydropteroate synthase***,,1.0,Sulfamerazine,Sulfamethazine,6.714113065664026E-6
998,1250,Undirected,13527,Dihydropteroate synthase***,,1.0,Sulfamerazine,Sulfaphenazole,6.714113065664026E-6
998,1291,Undirected,13528,Dihydropteroate synthase***,,1.0,Sulfamerazine,Sulfameter,6.714113065664026E-6
998,1830,Undirected,13529,Dihydropteroate synthase***,,1.0,Sulfamerazine,Acetyl sulfisoxazole,6.714113065664026E-6
999,1250,Undirected,13530,Dihydropteroate synthase***,,1.0,Sulfamethazine,Sulfaphenazole,6.714113065664026E-6
999,1291,Undirected,13531,Dihydropteroate synthase***,,1.0,Sulfamethazine,Sulfameter,6.714113065664026E-6
999,1830,Undirected,13532,Dihydropteroate synthase***,,1.0,Sulfamethazine,Acetyl sulfisoxazole,6.714113065664026E-6
1250,1291,Undirected,14308,Dihydropteroate synthase***,,1.0,Sulfaphenazole,Sulfameter,6.714113065664026E-6
1250,1830,Undirected,14309,Dihydropteroate synthase***,,1.0,Sulfaphenazole,Acetyl sulfisoxazole,6.714113065664026E-6
835,858,Undirected,12513,DNA topoisomerase 2-alpha***,,1.0,Idarubicin,Mitoxantrone,6.714113065664026E-6
835,861,Undirected,12514,DNA topoisomerase 2-alpha***,,1.0,Idarubicin,Sparfloxacin,3.692762186115214E-5
858,861,Undirected,12704,DNA topoisomerase 2-alpha***,,1.0,Mitoxantrone,Sparfloxacin,3.692762186115214E-5
861,1264,Undirected,12705,DNA gyrase subunit A***DNA topoisomerase 4 subunit A***,,2.0,Sparfloxacin,Besifloxacin,0.026638243588022022
1328,1339,Undirected,14429,Serine/threonine-protein kinase B-raf***,,1.0,Vemurafenib,Regorafenib,0.0015711024573653821
1328,1354,Undirected,14430,Serine/threonine-protein kinase B-raf***,,1.0,Vemurafenib,Dabrafenib,6.714113065664026E-6
1328,1639,Undirected,14431,Serine/threonine-protein kinase B-raf***,,1.0,Vemurafenib,Encorafenib,1.3428226131328051E-5
1328,1672,Undirected,14432,Serine/threonine-protein kinase B-raf***,,1.0,Vemurafenib,Fostamatinib,0.014828118705519
1354,1639,Undirected,14472,Serine/threonine-protein kinase B-raf***,,1.0,Dabrafenib,Encorafenib,1.3428226131328051E-5
1354,1672,Undirected,14473,Serine/threonine-protein kinase B-raf***LIM domain kinase 1***RAF proto-oncogene serine/threonine-protein kinase***Serine/threonine-protein kinase SIK1***Serine/threonine-protein kinase Nek11***,,5.0,Dabrafenib,Fostamatinib,0.011601987377467437
876,1175,Undirected,12811,Coagulation factor X***,,1.0,Enoxaparin,Rivaroxaban,6.714113065664026E-6
876,1211,Undirected,12812,Coagulation factor X***,,1.0,Enoxaparin,Apixaban,6.714113065664026E-6
876,1417,Undirected,12813,Coagulation factor X***,,1.0,Enoxaparin,Edoxaban,6.714113065664026E-6
876,1496,Undirected,12814,Coagulation factor X***,,1.0,Enoxaparin,Bemiparin,6.714113065664026E-6
1175,1211,Undirected,14144,Coagulation factor X***,,1.0,Rivaroxaban,Apixaban,6.714113065664026E-6
1175,1417,Undirected,14145,Coagulation factor X***,,1.0,Rivaroxaban,Edoxaban,6.714113065664026E-6
1175,1496,Undirected,14146,Coagulation factor X***,,1.0,Rivaroxaban,Bemiparin,6.714113065664026E-6
1211,1417,Undirected,14217,Coagulation factor X***,,1.0,Apixaban,Edoxaban,6.714113065664026E-6
1211,1496,Undirected,14218,Coagulation factor X***,,1.0,Apixaban,Bemiparin,6.714113065664026E-6
1417,1496,Undirected,14532,Coagulation factor X***,,1.0,Edoxaban,Bemiparin,6.714113065664026E-6
978,1695,Undirected,13492,16S ribosomal RNA***,,1.0,Paromomycin,Omadacycline,6.714113065664026E-6
1513,1603,Undirected,14607,NS3/4A protein***,,1.0,Paritaprevir,Grazoprevir,6.714113065664026E-6
1513,1674,Undirected,14608,NS3/4A protein***,,1.0,Paritaprevir,Voxilaprevir,6.714113065664026E-6
1603,1674,Undirected,14650,NS3/4A protein***,,1.0,Grazoprevir,Voxilaprevir,6.714113065664026E-6
1415,1640,Undirected,14526,Cyclin-dependent kinase 4***Cyclin-dependent kinase 6***,,2.0,Palbociclib,Ribociclib,6.714113065664026E-6
1415,1671,Undirected,14527,Cyclin-dependent kinase 4***Cyclin-dependent kinase 6***,,2.0,Palbociclib,Abemaciclib,6.714113065664026E-6
1415,1672,Undirected,14528,Cyclin-dependent kinase 4***,,1.0,Palbociclib,Fostamatinib,0.01485833221431449
1640,1671,Undirected,14657,Cyclin-dependent kinase 4***Cyclin-dependent kinase 6***,,2.0,Ribociclib,Abemaciclib,6.714113065664026E-6
1640,1672,Undirected,14658,Cyclin-dependent kinase 4***,,1.0,Ribociclib,Fostamatinib,0.01485833221431449
1353,1666,Undirected,14470,Dual specificity mitogen-activated protein kinase kinase 2***,,1.0,Trametinib,Binimetinib,1.3428226131328051E-5
1353,1672,Undirected,14471,Dual specificity mitogen-activated protein kinase kinase 2***,,1.0,Trametinib,Fostamatinib,0.028907613804216463
1666,1672,Undirected,14671,Dual specificity mitogen-activated protein kinase kinase 2***Mitogen-activated protein kinase kinase kinase 1***,,2.0,Binimetinib,Fostamatinib,0.014848261044715993
1661,1672,Undirected,14667,vesicular monoamine transporter 2 (VMAT2)***,,1.0,Valbenazine,Fostamatinib,0.014871760440445816
1652,1672,Undirected,14663,Tyrosine-protein kinase JAK2***Protein-tyrosine kinase 2-beta***Tyrosine-protein kinase JAK1***Tyrosine-protein kinase JAK3***,,4.0,Baricitinib,Fostamatinib,0.006579830804350745
1013,1523,Undirected,13568,Penicillin-binding protein***,,1.0,Bacampicillin,Carindacillin,6.714113065664026E-6
903,1092,Undirected,13074,Dipeptidyl peptidase 4***,,1.0,Sitagliptin,Vildagliptin,6.714113065664026E-6
903,1162,Undirected,13075,Dipeptidyl peptidase 4***,,1.0,Sitagliptin,Alogliptin,6.714113065664026E-6
903,1191,Undirected,13076,Dipeptidyl peptidase 4***,,1.0,Sitagliptin,Saxagliptin,6.714113065664026E-6
903,1329,Undirected,13077,Dipeptidyl peptidase 4***,,1.0,Sitagliptin,Linagliptin,6.714113065664026E-6
1092,1162,Undirected,13883,Dipeptidyl peptidase 4***,,1.0,Vildagliptin,Alogliptin,6.714113065664026E-6
1092,1191,Undirected,13884,Dipeptidyl peptidase 4***,,1.0,Vildagliptin,Saxagliptin,6.714113065664026E-6
1092,1329,Undirected,13885,Dipeptidyl peptidase 4***,,1.0,Vildagliptin,Linagliptin,6.714113065664026E-6
1162,1191,Undirected,14103,Dipeptidyl peptidase 4***,,1.0,Alogliptin,Saxagliptin,6.714113065664026E-6
1162,1329,Undirected,14104,Dipeptidyl peptidase 4***,,1.0,Alogliptin,Linagliptin,6.714113065664026E-6
1191,1329,Undirected,14184,Dipeptidyl peptidase 4***,,1.0,Saxagliptin,Linagliptin,6.714113065664026E-6
160,164,Undirected,1380,Dihydropteroate synthase***,,1.0,Sulfanilamide,Sulfisoxazole,6.714113065664026E-6
160,408,Undirected,1381,Dihydropteroate synthase***,,1.0,Sulfanilamide,Sulfamethizole,6.714113065664026E-6
160,715,Undirected,1382,Dihydropteroate synthase***,,1.0,Sulfanilamide,Sulfamethoxazole,6.714113065664026E-6
160,928,Undirected,1383,Dihydropteroate synthase***,,1.0,Sulfanilamide,Sulfacytine,6.714113065664026E-6
160,998,Undirected,1384,Dihydropteroate synthase***,,1.0,Sulfanilamide,Sulfamerazine,6.714113065664026E-6
160,999,Undirected,1385,Dihydropteroate synthase***,,1.0,Sulfanilamide,Sulfamethazine,6.714113065664026E-6
160,1250,Undirected,1386,Dihydropteroate synthase***,,1.0,Sulfanilamide,Sulfaphenazole,6.714113065664026E-6
160,1291,Undirected,1387,Dihydropteroate synthase***,,1.0,Sulfanilamide,Sulfameter,6.714113065664026E-6
160,1830,Undirected,1388,Dihydropteroate synthase***,,1.0,Sulfanilamide,Acetyl sulfisoxazole,6.714113065664026E-6
164,408,Undirected,1404,Dihydropteroate synthase***,,1.0,Sulfisoxazole,Sulfamethizole,6.714113065664026E-6
164,715,Undirected,1405,Dihydropteroate synthase***,,1.0,Sulfisoxazole,Sulfamethoxazole,6.714113065664026E-6
164,928,Undirected,1406,Dihydropteroate synthase***,,1.0,Sulfisoxazole,Sulfacytine,6.714113065664026E-6
164,998,Undirected,1407,Dihydropteroate synthase***,,1.0,Sulfisoxazole,Sulfamerazine,6.714113065664026E-6
164,999,Undirected,1408,Dihydropteroate synthase***,,1.0,Sulfisoxazole,Sulfamethazine,6.714113065664026E-6
164,1250,Undirected,1409,Dihydropteroate synthase***,,1.0,Sulfisoxazole,Sulfaphenazole,6.714113065664026E-6
164,1291,Undirected,1410,Dihydropteroate synthase***,,1.0,Sulfisoxazole,Sulfameter,6.714113065664026E-6
164,1830,Undirected,1411,Dihydropteroate synthase***,,1.0,Sulfisoxazole,Acetyl sulfisoxazole,6.714113065664026E-6
408,715,Undirected,7100,Dihydropteroate synthase***,,1.0,Sulfamethizole,Sulfamethoxazole,6.714113065664026E-6
408,928,Undirected,7101,Dihydropteroate synthase***,,1.0,Sulfamethizole,Sulfacytine,6.714113065664026E-6
408,998,Undirected,7102,Dihydropteroate synthase***,,1.0,Sulfamethizole,Sulfamerazine,6.714113065664026E-6
408,999,Undirected,7103,Dihydropteroate synthase***,,1.0,Sulfamethizole,Sulfamethazine,6.714113065664026E-6
408,1250,Undirected,7104,Dihydropteroate synthase***,,1.0,Sulfamethizole,Sulfaphenazole,6.714113065664026E-6
408,1291,Undirected,7105,Dihydropteroate synthase***,,1.0,Sulfamethizole,Sulfameter,6.714113065664026E-6
408,1830,Undirected,7106,Dihydropteroate synthase***,,1.0,Sulfamethizole,Acetyl sulfisoxazole,6.714113065664026E-6
715,928,Undirected,11444,Dihydropteroate synthase***,,1.0,Sulfamethoxazole,Sulfacytine,6.714113065664026E-6
715,998,Undirected,11445,Dihydropteroate synthase***,,1.0,Sulfamethoxazole,Sulfamerazine,6.714113065664026E-6
715,999,Undirected,11446,Dihydropteroate synthase***,,1.0,Sulfamethoxazole,Sulfamethazine,6.714113065664026E-6
715,1250,Undirected,11447,Dihydropteroate synthase***,,1.0,Sulfamethoxazole,Sulfaphenazole,6.714113065664026E-6
715,1291,Undirected,11448,Dihydropteroate synthase***,,1.0,Sulfamethoxazole,Sulfameter,6.714113065664026E-6
715,1830,Undirected,11449,Dihydropteroate synthase***,,1.0,Sulfamethoxazole,Acetyl sulfisoxazole,6.714113065664026E-6
207,291,Undirected,2231,Penicillin-binding protein 2B***Penicillin-binding protein 3***Penicillin-binding protein 1b***Penicillin-binding protein 2a***,,4.0,Piperacillin,Ampicillin,6.714113065664026E-6
207,310,Undirected,2232,Penicillin-binding protein 3***,,1.0,Piperacillin,Ceftazidime,0.0030784208406069557
207,317,Undirected,2233,Penicillin-binding protein 3***,,1.0,Piperacillin,Loracarbef,7.049818718947227E-5
207,321,Undirected,2234,Penicillin-binding protein 2B***Penicillin-binding protein 3***Penicillin-binding protein 1b***Penicillin-binding protein 2a***,,4.0,Piperacillin,Cefalotin,5.3712904525312205E-5
207,340,Undirected,2235,Penicillin-binding protein 2B***Penicillin-binding protein 3***Penicillin-binding protein 1b***Penicillin-binding protein 2a***,,4.0,Piperacillin,Dicloxacillin,6.714113065664026E-6
207,348,Undirected,2236,Penicillin-binding protein 2B***Penicillin-binding protein 1b***Penicillin-binding protein 2a***,,3.0,Piperacillin,Cefotaxime,6.378407412380824E-5
207,399,Undirected,2237,Penicillin-binding protein 2B***Penicillin-binding protein 3***Penicillin-binding protein 1b***Penicillin-binding protein 2a***,,4.0,Piperacillin,Cephalexin,6.714113065664026E-6
207,431,Undirected,2238,Penicillin-binding protein 2B***Penicillin-binding protein 3***Penicillin-binding protein 1b***Penicillin-binding protein 2a***,,4.0,Piperacillin,Nafcillin,6.714113065664026E-6
207,508,Undirected,2239,Penicillin-binding protein 2B***Penicillin-binding protein 3***Penicillin-binding protein 1b***Penicillin-binding protein 2a***,,4.0,Piperacillin,Oxacillin,5.3712904525312205E-5
207,527,Undirected,2240,Penicillin-binding protein 2B***Penicillin-binding protein 3***Penicillin-binding protein 1b***Penicillin-binding protein 2a***,,4.0,Piperacillin,Hetacillin,6.714113065664026E-6
207,585,Undirected,2241,Penicillin-binding protein 3***,,1.0,Piperacillin,Cefaclor,7.049818718947227E-5
207,666,Undirected,2242,Penicillin-binding protein 3***,,1.0,Piperacillin,Mezlocillin,0.00306834967100846
207,704,Undirected,2243,Penicillin-binding protein 3***,,1.0,Piperacillin,Cyclacillin,1.1078286558345643E-4
207,751,Undirected,2244,Penicillin-binding protein 2B***,,1.0,Piperacillin,Cefditoren,8.728346985363233E-5
207,805,Undirected,2245,Penicillin-binding protein 2B***Penicillin-binding protein 3***Penicillin-binding protein 1b***,,3.0,Piperacillin,Cefadroxil,1.6785282664160063E-5
207,810,Undirected,2246,Penicillin-binding protein 2a***,,1.0,Piperacillin,Cloxacillin,1.3763931784611252E-4
207,865,Undirected,2247,Penicillin-binding protein 2B***,,1.0,Piperacillin,Ceftriaxone,7.049818718947227E-5
207,943,Undirected,2248,Penicillin-binding protein 3***,,1.0,Piperacillin,Cefotetan,4.028467839398415E-5
207,944,Undirected,2249,Penicillin-binding protein 2B***Penicillin-binding protein 3***Penicillin-binding protein 1b***Penicillin-binding protein 2a***,,4.0,Piperacillin,Cefoxitin,0.016553645763394655
207,1014,Undirected,2250,Penicillin-binding protein 2B***Penicillin-binding protein 3***Penicillin-binding protein 1b***Penicillin-binding protein 2a***,,4.0,Piperacillin,Meticillin,1.3428226131328051E-5
291,310,Undirected,4370,Penicillin-binding protein 1A***Penicillin-binding protein 3***,,2.0,Ampicillin,Ceftazidime,0.0030817778971397878
